Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	-0.000205970489178748	0.00853803562910532	0.509623099612265	0.81649648241715	-0.000788252924526399	0.0326752224611761
Adipose_Visceral_Omentum	-0.01977900795365	0.00715433361843816	0.997150535780922	0.997150535780922	-0.0756946343423268	0.0273797689186305
Artery_Aorta	-0.0126412214665406	0.00816773553370637	0.939152982290483	0.997150535780922	-0.0483781916055898	0.0312580770520718
Artery_Tibial	-0.0206208652393694	0.00935021678827289	0.986286595314451	0.997150535780922	-0.0789164379616127	0.0357834549876498
B_intermediate	-0.00279055708425903	0.00144068799642608	0.97362497095339	0.997150535780922	-0.0106795142910793	0.0055135399786685
B_memory	0.0015833558511026	0.00192450413052041	0.20532950950145	0.520168090737007	0.00605953253387907	0.00736511339655725
B_naive	-0.000174177976551273	0.00171050047094193	0.540553663066251	0.81649648241715	-0.000666582382515396	0.00654611737826992
Brain_BasalGanglia	-0.00583886129038663	0.00388031583845011	0.933804361395426	0.997150535780922	-0.0223454316509247	0.0148500414789518
Brain_Cerebellum	0.00678706483027907	0.0057258924627277	0.117943749579578	0.463907247734417	0.0259742243791775	0.0219130978290383
Brain_Cortex	0.00804976098662049	0.00486582681891643	0.049028618877474	0.463907247734417	0.0308065862480692	0.0186216104818845
Brain_Limbic	0.0012175315985577	0.00384022364974597	0.375603948942318	0.700526898729658	0.00465951625930999	0.0146966079209566
Breast_Mammary_Tissue	0.00200695130278574	0.0069629569510768	0.386584341550142	0.700526898729658	0.00768064027089835	0.0266473668238684
CD14_Mono	0.00416085048375698	0.00251648913763421	0.0491212119516375	0.463907247734417	0.0159236528272368	0.00963065111991661
CD16_Mono	0.00302016116444671	0.00347502594839718	0.192394950415977	0.520168090737007	0.0115582134115833	0.0132989894695644
CD4_Naive	-0.000776299792415669	0.00186070917209443	0.661736281217147	0.931332543935244	-0.00297091386305269	0.00712096889435297
CD4_TCM	-0.0041100511340058	0.00326195466308425	0.896164669627103	0.997150535780922	-0.0157292427631297	0.0124835616650756
CD4_TEM	-0.00126876872744667	0.000925570665464007	0.914780748090486	0.997150535780922	-0.0048556017123868	0.00354217629339459
CD8_Naive	0.00214249189530672	0.00182970649926669	0.120809759634527	0.463907247734417	0.00819935666018645	0.00700232108406694
CD8_TCM	-0.00111461332620615	0.00142900837306689	0.782301842871805	0.997150535780922	-0.00426564610105683	0.00546884184105201
CD8_TEM	-0.000327521389313893	0.00265724023129873	0.549047896517638	0.81649648241715	-0.00125343049871371	0.0101693081947904
Cells_Cultured_fibroblasts	0.00934952174116087	0.00806890729354723	0.123287252861727	0.463907247734417	0.0357807950293183	0.0308798595237169
Colon_Sigmoid	0.0082525548488043	0.00499266015098247	0.0491717990024056	0.463907247734417	0.0315826821615166	0.0191070040221296
Colon_Transverse	0.00224059733880378	0.00441582202312862	0.305936358568872	0.683857742683361	0.00857480803216142	0.0168994336897383
Esophagus_Mucosa	-0.00846383719585967	0.0059741799321986	0.921719970879255	0.997150535780922	-0.0323912636657469	0.0228632986306873
Esophagus_Muscularis	-0.000957646991981147	0.00761047100293179	0.550067867311513	0.81649648241715	-0.00366493299648353	0.0291254152427547
gdT	0.00100705992280605	0.00255304050701209	0.346622524502557	0.700526898729658	0.00385403720936108	0.00977053389595136
Heart_Atrial_Appendage	0.0073164091148665	0.00759615507892914	0.167730434149032	0.490288961358709	0.028000034882765	0.0290706279331387
Heart_Left_Ventricle	0.00465662716574809	0.00670347665085753	0.243634664623679	0.578632328481238	0.0178209994862154	0.0256543308490529
Lung	0.011771073329615	0.0071409175071896	0.0496355246806751	0.463907247734417	0.0450481183682166	0.0273284252092981
Muscle_Skeletal	0.00142226694024835	0.00495911479999605	0.387133286140074	0.700526898729658	0.00544304225123747	0.018978625334849
Nerve_Tibial	0.0168137581600119	0.0127628832771655	0.0938531339961585	0.463907247734417	0.0643465677765477	0.0488437936363012
NK	-0.00114539383035791	0.00200367693022354	0.71621907535568	0.972011602268423	-0.00438344366765369	0.0076681091857005
NK_CD56bright	0.00129851393038321	0.00128010747860296	0.155201010235368	0.490288961358709	0.00496943716181864	0.00489899532569062
Skin_Not_Sun_Exposed_Suprapubic	-0.0108018693753713	0.00798293614154566	0.911991327841845	0.997150535780922	-0.0413389566604336	0.0305508463128422
Skin_Sun_Exposed_Lower_leg	0.0140177704191711	0.00931893787810711	0.0662618444257147	0.463907247734417	0.0536462702608921	0.035663750011891
Thyroid	-0.00117875427565474	0.0079882362881714	0.558655487969629	0.81649648241715	-0.00451111471739281	0.0305711300733693
Treg	0.00160462269062425	0.00145038383085459	0.134288940133647	0.463907247734417	0.00614092112753253	0.0055506461188465
Whole_Blood	0.00947208713811577	0.00787441894467786	0.114508773572295	0.463907247734417	0.0362498551018591	0.0301355489654721
AllTissues	0.0259956133146665	0.00621381862580588	1.43517065802385e-05	NA	0.0994856996351569	0.0237804004049211
