Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	0.00113135068488276	0.00176588255251338	0.260868056046269	0.901180557250748	0.0147503348746123	0.023023240580357
Adipose_Visceral_Omentum	0.00224408916555307	0.0013805462631818	0.0520271671721825	0.494258088135734	0.0292580073735733	0.0179992993895932
Artery_Aorta	-0.00187143768995987	0.00160876906318486	0.87764063119231	0.936749716545567	-0.0243994483697506	0.0209748248133619
Artery_Tibial	-0.00189309777230814	0.00152176499913969	0.893252892591364	0.936749716545567	-0.0246818484003669	0.0198404823877404
B_intermediate	-6.78691054882652e-05	0.000440382292968784	0.56124010089541	0.92996816409951	-0.000884864478334618	0.00574162050806759
B_memory	4.60123702029932e-05	0.000331264790498137	0.444764954275462	0.92996816409951	0.000599900524158973	0.0043189672815924
B_naive	-0.000550511738183344	0.000481014469295643	0.873787814760551	0.936749716545567	-0.00717746725141257	0.0062713750886003
Brain_BasalGanglia	0.00145827605064025	0.00123236818226409	0.118342760616146	0.749504150568925	0.0190127255624544	0.0160673817765853
Brain_Cerebellum	0.000700358537736811	0.00158056273733106	0.328844142551713	0.914375877412002	0.00913114130034956	0.0206070761060112
Brain_Cortex	0.00119882166924064	0.000700342961778516	0.0434701108125961	0.494258088135734	0.0156300087254321	0.00913093822397022
Brain_Limbic	0.000315807080393981	0.00099826855671045	0.375866598715473	0.914375877412002	0.00411743259966077	0.0130152354199537
Breast_Mammary_Tissue	-0.00101639394350934	0.00122321803579669	0.796990036601275	0.936749716545567	-0.0132515507628336	0.0159480839086922
CD14_Mono	0.000982979436274736	0.00068264556945734	0.0749399545039278	0.569543654229851	0.0128158987780278	0.00890020299162112
CD16_Mono	9.48724408903025e-06	0.000615182586136791	0.493847822004866	0.92996816409951	0.000123692882516692	0.00802063345680301
CD4_Naive	-7.83276403161863e-05	0.000579786968343829	0.553732518222637	0.92996816409951	-0.00102122086461781	0.00755915212964575
CD4_TCM	-0.000571527625290183	0.000924729835724165	0.731728222064481	0.936749716545567	-0.00745146838709495	0.0120564515739787
CD4_TEM	0.000132897065979145	0.000268572983724921	0.310361250450086	0.914375877412002	0.00173268664901102	0.00350160343839532
CD8_Naive	-0.000909726280264771	0.000436479293672771	0.981430691249912	0.981430691249912	-0.0118608380738562	0.00569073394618997
CD8_TCM	-0.000283056832316167	0.000359298674015938	0.784594237876294	0.936749716545567	-0.00369044109929814	0.00468446771859111
CD8_TEM	0.0009096916690293	0.000840117390537336	0.13944528451913	0.756988687389563	0.0118603868191565	0.0109532906197827
Cells_Cultured_fibroblasts	0.00132795593499153	0.00135914074836396	0.164270839902815	0.780286489538371	0.0173136367013237	0.0177202183619812
Colon_Sigmoid	-0.00143082506293067	0.00120835742215869	0.881814740365978	0.936749716545567	-0.0186548248100478	0.0157543340568278
Colon_Transverse	-0.00117426843159545	0.0011744683621233	0.841303551725732	0.936749716545567	-0.0153098882867725	0.0153124949429374
Esophagus_Mucosa	0.000343145036361683	0.00133923745538876	0.398888864315487	0.914375877412002	0.0044738596657325	0.0174607230168026
Esophagus_Muscularis	-0.000737226535187234	0.00140041091699761	0.700707299619525	0.936749716545567	-0.00961181923321035	0.0182582909647668
gdT	-0.000205127430664975	0.000313071714445646	0.743833426162085	0.936749716545567	-0.00267441239458898	0.00408176941910881
Heart_Atrial_Appendage	0.00102932135985762	0.00135417868279093	0.223595167895382	0.901180557250748	0.0134200959564227	0.0176555238955793
Heart_Left_Ventricle	-0.000191980686533376	0.00121304360515172	0.56287546774444	0.92996816409951	-0.00250300764711051	0.0158154316186665
Lung	-0.000158601760646879	0.00126293006424805	0.549968743565211	0.92996816409951	-0.00206781956514836	0.0164658417763761
Muscle_Skeletal	-0.00144448847025073	0.00114317755615879	0.896808362823351	0.936749716545567	-0.0188329657138296	0.0149045313710403
Nerve_Tibial	-0.00212362707386146	0.00156865251188309	0.912098408215421	0.936749716545567	-0.0276874455523006	0.0204517928537561
NK	0.00144212517477307	0.000656207176479746	0.0139864051478688	0.265741697809507	0.0188021535172499	0.00855550425658078
NK_CD56bright	-0.000164391308084741	0.000300642299169372	0.707742041466823	0.936749716545567	-0.00214330258259115	0.00391971706870107
Skin_Not_Sun_Exposed_Suprapubic	0.00055802089212164	0.00162346786703362	0.365527851386252	0.914375877412002	0.00727537017107744	0.021166465019995
Skin_Sun_Exposed_Lower_leg	0.00364485878215435	0.0016129875034138	0.0119201129492657	0.265741697809507	0.0475209749954935	0.0210298240340782
Thyroid	0.000437590980085673	0.00190293165071661	0.409062892526422	0.914375877412002	0.00570522790202963	0.0248100606351579
Treg	0.000334972840582232	0.000518555613586909	0.259148473617591	0.901180557250748	0.004367312132754	0.00676082938183714
Whole_Blood	-0.0012088990560202	0.0011365890450335	0.856249603830369	0.936749716545567	-0.015761395776013	0.0148186316171252
AllTissues	0.00216637753153853	0.00105975036136033	0.0204652267030647	NA	0.0282448178818583	0.0138168234857931
