Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	-0.00651751669701916	0.00510072346572289	0.899333531811514	0.943549571691056	-0.089158915143901	0.0697773387923788
Adipose_Visceral_Omentum	0.00226904472671191	0.00223276272325385	0.154755217617194	0.768989860721833	0.0310402835391506	0.0305439497025151
Artery_Aorta	0.00111684061570999	0.00262922407033023	0.335498693606872	0.920122663104221	0.0152782573968535	0.0359674975421372
Artery_Tibial	-0.0027187656312988	0.00354805464414026	0.778241983063782	0.943549571691056	-0.0371924162968372	0.0485369992358449
B_intermediate	-0.00075548828981567	0.000594898677533384	0.897947795689387	0.943549571691056	-0.0103349971247014	0.00813814880346627
B_memory	0.000359765700726146	0.000643594613581607	0.288082815629198	0.920122663104221	0.00492155541349037	0.00880430387936535
B_naive	-0.000740675584392167	0.000501020206193456	0.930340900421084	0.943549571691056	-0.0101323609355974	0.00685390158951376
Brain_BasalGanglia	0.00327808872924354	0.00147103331602748	0.0129260640516155	0.491190433961389	0.0448438950648911	0.0201235747746577
Brain_Cerebellum	-0.000776642151644749	0.0033978466727171	0.590398009167258	0.920122663104221	-0.010624379639463	0.0464821706254049
Brain_Cortex	-0.00162938425827106	0.00102781576436729	0.943549571691056	0.943549571691056	-0.0222897983347614	0.0140604071732871
Brain_Limbic	-0.000784240321482182	0.00082395734544832	0.829400087184428	0.943549571691056	-0.0107283217713021	0.0112716463125625
Breast_Mammary_Tissue	-0.00154482663010712	0.00123964497716182	0.89365170649012	0.943549571691056	-0.0211330592353915	0.0169582076219127
CD14_Mono	0.000216350756801898	0.000791296463729627	0.392267872262314	0.920122663104221	0.00295965467581256	0.0108248490250291
CD16_Mono	0.00132601073716714	0.0011873191543283	0.13203763619642	0.768989860721833	0.0181396817669923	0.0162423960920424
CD4_Naive	-0.00072334371930621	0.000664333846478738	0.861884606643353	0.943549571691056	-0.00989526291800561	0.00908801431571461
CD4_TCM	-0.000734258813707158	0.00154725453826598	0.682448237340141	0.920122663104221	-0.0100445802148722	0.0211662727532966
CD4_TEM	-0.000256494658508225	0.000523952940258398	0.687769424904254	0.920122663104221	-0.00350881885784166	0.00716761888178383
CD8_Naive	0.000542943064576586	0.000430961232778708	0.103863181283195	0.768989860721833	0.00742740170419406	0.00589550250039272
CD8_TCM	0.000157124494329338	0.000350610801411262	0.327024259409782	0.920122663104221	0.00214944588685825	0.00479631739276692
CD8_TEM	0.000371967808908893	0.000563829257759918	0.254717692051839	0.920122663104221	0.00508847891804231	0.00771312254117535
Cells_Cultured_fibroblasts	0.00365738433313862	0.00307553158704399	0.117182906858136	0.768989860721833	0.050032617416397	0.0420729355272776
Colon_Sigmoid	-5.68058558349252e-05	0.00195537855590043	0.511588073475297	0.920122663104221	-0.000777097891038648	0.0267493646498007
Colon_Transverse	7.69233045527462e-05	0.00344545488651369	0.491093945407264	0.920122663104221	0.00105230238786247	0.047133445779941
Esophagus_Mucosa	0.00166023500449618	0.00168259802999709	0.161892602257228	0.768989860721833	0.0227118331668424	0.0230177569083049
Esophagus_Muscularis	0.00513873835386054	0.004415243316542	0.122239767053246	0.768989860721833	0.0702973783017858	0.0604000453699316
gdT	0.000169005801292828	0.000707923261394249	0.40565567922083	0.920122663104221	0.00231198086583896	0.0096843127413714
Heart_Atrial_Appendage	-0.000763896149669599	0.00333336809600699	0.590630228061853	0.920122663104221	-0.0104500157273543	0.0456001107524896
Heart_Left_Ventricle	-0.000205164392334558	0.00263948019826447	0.530978222951285	0.920122663104221	-0.00280662643412528	0.036107800249856
Lung	-0.00086213186629993	0.00162441039374564	0.702198874474274	0.920122663104221	-0.0117938695800264	0.0222217564123891
Muscle_Skeletal	-5.94788053958033e-05	0.00120066942654565	0.519754737014419	0.920122663104221	-0.000813663548506201	0.0164250263549337
Nerve_Tibial	-0.0022070847542074	0.00233396910113131	0.827832812802786	0.943549571691056	-0.0301926778961341	0.0319284418759413
NK	-0.000299857926069267	0.000837428562221681	0.639854482177511	0.920122663104221	-0.00410202361243867	0.0114559310837439
NK_CD56bright	-0.000171280098148002	0.000343155530749775	0.691156999123944	0.920122663104221	-0.00234309299792068	0.00469433010601607
Skin_Not_Sun_Exposed_Suprapubic	0.000232795506875195	0.00191282196750223	0.451567256300844	0.920122663104221	0.00318461705711621	0.0261671951778691
Skin_Sun_Exposed_Lower_leg	-0.000674582662930772	0.00139825574061973	0.685255367448145	0.920122663104221	-0.00922821700315694	0.0191279855077938
Thyroid	-0.000580392923997862	0.00203954383622027	0.612013188772836	0.920122663104221	-0.00793971168259729	0.0279007364736015
Treg	0.00018391229711786	0.00046546087587702	0.346377643634708	0.920122663104221	0.00251590009737155	0.00636745384236689
Whole_Blood	0.00352438994604582	0.00348872462869462	0.15619422527477	0.768989860721833	0.0482132687557568	0.0477253711175735
AllTissues	0.00121920899111461	0.00277564435403413	0.330239258808657	NA	0.0166786455692833	0.0379705109990989
