Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	-0.00960834157016159	0.0026383877461761	0.999864603113623	0.999864603113623	-0.0554434020205516	0.0152243955347726
Adipose_Visceral_Omentum	0.00344898837579475	0.0025905867946121	0.0915362608109959	0.579729651802974	0.0199018371367268	0.0149485677704103
Artery_Aorta	-0.00070161696988015	0.00255867723015705	0.608038691500928	0.964461858739145	-0.00404856878176659	0.0147644387198907
Artery_Tibial	-0.00325979730083759	0.00296683033787417	0.864060882703892	0.97986318291372	-0.0188101402241061	0.0171196211071793
B_intermediate	-0.00157405970388154	0.000755793033346369	0.981358874060908	0.999864603113623	-0.00908286038015891	0.00436118311221217
B_memory	0.00156274511308142	0.000897304218020497	0.0407892221971925	0.546861834486764	0.00901757133918881	0.00517775082527696
B_naive	0.000489584041289658	0.000803060070701833	0.271047472799658	0.731783530229013	0.00282506659717056	0.00463393000982016
Brain_BasalGanglia	0.00127479948637408	0.00206305540569907	0.268314630021453	0.731783530229013	0.00735602704197392	0.0119045320582751
Brain_Cerebellum	-0.000778797362909417	0.00281091220675426	0.60913380551946	0.964461858739145	-0.00449392592561695	0.0162199204082762
Brain_Cortex	-0.00052101392379659	0.00121649801878526	0.665779996944516	0.973063072457369	-0.00300642771954178	0.00701960772524674
Brain_Limbic	0.00145770379937874	0.00152322969524618	0.169288104049603	0.714771994876102	0.0084114471978	0.00878955392525205
Breast_Mammary_Tissue	0.000318739390725961	0.00215425612364046	0.441187963986151	0.931396812859652	0.00183923479934196	0.0124307912500892
CD14_Mono	0.0015539119656661	0.000961945223409683	0.0531136641643652	0.546861834486764	0.00896660107135661	0.00555075143340844
CD16_Mono	-0.00106405513222652	0.000821054814060825	0.902505563210005	0.97986318291372	-0.00613996037060889	0.00473776580531347
CD4_Naive	-0.000453194080341784	0.00119090672710573	0.648229699859157	0.973063072457369	-0.00261508413353597	0.00687193725969838
CD4_TCM	-0.00176492035009545	0.001729644286916	0.846229413486626	0.97986318291372	-0.0101841912873367	0.00998063639305251
CD4_TEM	-0.000488530220413481	0.000524471229271602	0.824195247149913	0.97986318291372	-0.00281898569194161	0.00302637754917254
CD8_Naive	0.000420207395140332	0.000796584152321351	0.298919175282735	0.731783530229013	0.00242473972960376	0.0045965617560378
CD8_TCM	-0.000905144561698404	0.000784153966568798	0.875810261863632	0.97986318291372	-0.00522299227754417	0.00452483535238775
CD8_TEM	-0.0014452529422813	0.00113188748252601	0.8991727713114	0.97986318291372	-0.00833960151345239	0.00653137612536647
Cells_Cultured_fibroblasts	0.00188169224915938	0.00310346665209201	0.272151316766722	0.731783530229013	0.0108580048999387	0.0179080591580612
Colon_Sigmoid	-0.00170876900203457	0.00239810124807995	0.761938122135321	0.97986318291372	-0.00986017889229411	0.0138378606351988
Colon_Transverse	0.0029452162267944	0.00255240219814332	0.124270638382686	0.607087246894226	0.016994900327723	0.0147282296488362
Esophagus_Mucosa	-0.00561379609438629	0.00249782738359228	0.987695048040424	0.999864603113623	-0.0323935146819751	0.0144133143888764
Esophagus_Muscularis	0.00189811111947907	0.00253023838115638	0.226575901299241	0.731783530229013	0.0109527473714892	0.0146003368791482
gdT	0.00182362606465184	0.00124787889439366	0.0719555045377321	0.546861834486764	0.0105229432466927	0.00720068606112902
Heart_Atrial_Appendage	-0.000350767053390968	0.00284967409094243	0.548982178072097	0.964461858739145	-0.00202404531673957	0.0164435896765287
Heart_Left_Ventricle	-0.000109754496099795	0.00218616895654444	0.520020100704122	0.964461858739145	-0.000633320808423514	0.0126149391606719
Lung	0.00417472215705317	0.00217543209565892	0.0274901900363007	0.546861834486764	0.0240895681307165	0.0125529838179972
Muscle_Skeletal	-0.000191234451481649	0.00219248949204678	0.534752679115203	0.964461858739145	-0.00110348789083467	0.0126514108023473
Nerve_Tibial	-0.00194338697901151	0.00379742736656612	0.695591938984389	0.97898124745951	-0.0112140044951616	0.0219124487395621
NK	-0.000188368736297434	0.00118701534826087	0.563043863126288	0.964461858739145	-0.00108695173858877	0.00684948267894328
NK_CD56bright	-0.000576977501019491	0.000625987468445197	0.82165948148462	0.97986318291372	-0.00332935661292263	0.0036121608104166
Skin_Not_Sun_Exposed_Suprapubic	0.00318700475774498	0.00280345096011837	0.127807841451416	0.607087246894226	0.0183901024682342	0.016176866475005
Skin_Sun_Exposed_Lower_leg	0.00433102658862304	0.00275185734285142	0.0577603973283837	0.546861834486764	0.0249914979147319	0.0158791537383233
Thyroid	0.00097367575048055	0.00350740446545319	0.390657497554732	0.873234406298813	0.0056184405682663	0.0202389178618188
Treg	0.000303685677457338	0.000605931564171963	0.308119381149058	0.731783530229013	0.00175236974874402	0.0034964314147257
Whole_Blood	0.00118672860534501	0.00228077027803572	0.301420552028391	0.731783530229013	0.00684782807469711	0.0131608209927047
AllTissues	-1.5609668005704e-05	0.00220484871046089	0.502824368175434	NA	-9.00730987057357e-05	0.0127227277002937
