Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	0.00531709713035643	0.00560029401910093	0.171200526196681	0.872970304579726	0.0200720918473251	0.0211411627750129
Adipose_Visceral_Omentum	-0.00296967179048692	0.00459242327173222	0.741069435718276	0.914892956025809	-0.0112105390354357	0.0173364411918921
Artery_Aorta	-0.00372065910033813	0.00572045979012065	0.742287128310006	0.914892956025809	-0.0140455232175845	0.0215947896946797
Artery_Tibial	0.00319441314062982	0.00636638604556017	0.30791733246893	0.872970304579726	0.012058939753227	0.0240331674049082
B_intermediate	0.00209047147006557	0.00188746644332702	0.134027186705815	0.872970304579726	0.00789154952837135	0.00712520363656859
B_memory	-0.000102149450372478	0.00136102048430105	0.529913956548134	0.914892956025809	-0.000385615139193952	0.0051378651728994
B_naive	-0.00113590296716555	0.00178187243449254	0.738092956514929	0.914892956025809	-0.004288044421161	0.00672658525667248
Brain_BasalGanglia	0.00470738471092622	0.00400371410528955	0.119846504833247	0.872970304579726	0.0177704217098008	0.0151140585326144
Brain_Cerebellum	0.00383086058587707	0.00520590014435958	0.230905209238147	0.872970304579726	0.0144615348655231	0.0196523221757629
Brain_Cortex	-0.00362838543850132	0.00183281243440635	0.976130353141923	0.976130353141923	-0.0136971892733157	0.00691888423709456
Brain_Limbic	-0.00590850891760053	0.00302569234849168	0.97457711462925	0.976130353141923	-0.0223046769256343	0.011422017170599
Breast_Mammary_Tissue	-0.00323946771170467	0.00437597930546951	0.770436173495418	0.914892956025809	-0.0122290211842381	0.0165193631765553
CD14_Mono	-0.000597693629625191	0.00118473253522092	0.693043802371953	0.914892956025809	-0.00225629909258283	0.00447237650140023
CD16_Mono	0.00143963407500908	0.00147630685226031	0.164740670971452	0.872970304579726	0.00543463221973983	0.00557307229996342
CD4_Naive	-0.0014063663317707	0.00191533281374631	0.768607090733722	0.914892956025809	-0.00530904617504983	0.00723039944789094
CD4_TCM	0.00174289928234207	0.00362165362971787	0.315171526273768	0.872970304579726	0.00657946123949441	0.0136717766316265
CD4_TEM	0.000364058145338322	0.00107612206974603	0.367566444033569	0.872970304579726	0.0013743229344595	0.00406237096921869
CD8_Naive	-0.00134140813610009	0.00118360420630889	0.871461083633388	0.973985917002022	-0.00506382837334877	0.00446811704910868
CD8_TCM	0.00183922418665128	0.00161739149436908	0.127736829964252	0.872970304579726	0.00694308866233024	0.00610566815541367
CD8_TEM	0.00184907719501126	0.00242790427692019	0.22315119505613	0.872970304579726	0.00698028386187716	0.00916536155877761
Cells_Cultured_fibroblasts	0.000550142591553399	0.00412904686996807	0.447002900864708	0.914892956025809	0.00207679347509777	0.0155871909021067
Colon_Sigmoid	0.00144452272009328	0.00325723512058118	0.328708837259182	0.872970304579726	0.00545308690106938	0.0122960933204273
Colon_Transverse	-0.00309680660957768	0.00339008278965106	0.819507545567965	0.943675355502505	-0.0116904741773412	0.0127975945249191
Esophagus_Mucosa	0.00167170940867127	0.00419053842063263	0.344974333259982	0.872970304579726	0.00631071879453103	0.0158193220861934
Esophagus_Muscularis	-0.00231352642500976	0.00443210639896495	0.699162233592236	0.914892956025809	-0.00873358408837206	0.0167312434842014
gdT	-0.00191872925316727	0.00101477357331216	0.970674172464493	0.976130353141923	-0.00724322103875904	0.00383077981620294
Heart_Atrial_Appendage	-0.00295310398585569	0.00446082982740488	0.74601687749148	0.914892956025809	-0.0111479954165938	0.0168396746976402
Heart_Left_Ventricle	-0.000488235007764618	0.00404586130761256	0.548025837296984	0.914892956025809	-0.00184309176204084	0.015273164619149
Lung	-0.000850113041177823	0.00385717513294124	0.587219333568429	0.914892956025809	-0.00320918475340816	0.0145608725290345
Muscle_Skeletal	-0.00111209394097589	0.00315642272919954	0.637703596793696	0.914892956025809	-0.00419816512259679	0.0119155255915422
Nerve_Tibial	0.00130417044222265	0.00597526527402542	0.413612679668198	0.914892956025809	0.00492325572752982	0.022556682801153
NK	0.00127545157563309	0.00253065025296495	0.307130154210725	0.872970304579726	0.00481484173511925	0.00955322858801416
NK_CD56bright	0.000571064606127878	0.00103160228047006	0.289936404583571	0.872970304579726	0.00215577427756843	0.00389430834454534
Skin_Not_Sun_Exposed_Suprapubic	-0.00187714151644774	0.00472351534931776	0.654465031309355	0.914892956025809	-0.00708622694015757	0.0178313150219621
Skin_Sun_Exposed_Lower_leg	-0.00153341407212484	0.00435304150114038	0.637679363755595	0.914892956025809	-0.00578865259390276	0.0164327727487368
Thyroid	0.0111531151876658	0.00569218989992126	0.0250346425132803	0.872970304579726	0.0421031150912261	0.0214880705923792
Treg	-0.00141754891906235	0.0007669582337048	0.967718638407306	0.976130353141923	-0.00535126054761174	0.00289527457042205
Whole_Blood	0.00325246276965931	0.0043042543646943	0.224932811883015	0.872970304579726	0.012278077650658	0.0162486008482231
AllTissues	0.00598683297900456	0.00343010505118644	0.0404594680752484	NA	0.0226003509966197	0.0129486789399262
