Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	-0.0122825071243198	0.00650334504767187	0.97053026278217	0.998002851545899	-0.0356221204301618	0.0188612095350112
Adipose_Visceral_Omentum	-0.00756846934813531	0.00712272742938958	0.856013821691689	0.998002851545899	-0.0219503171349632	0.0206575621502018
Artery_Aorta	-0.0100803687733795	0.00935188659233568	0.859460096548814	0.998002851545899	-0.0292354082754626	0.0271226409290478
Artery_Tibial	-0.000460042973776732	0.0103573682534977	0.517713984814896	0.936815782046002	-0.00133423136246152	0.0300387710368263
B_intermediate	-0.00489958571437327	0.00188231237723826	0.995378876717911	0.998002851545899	-0.0142099353665118	0.00545914262540099
B_memory	0.00127329668312775	0.00179776954585582	0.239390451328577	0.645796515037403	0.00369285580953524	0.00521394879888579
B_naive	0.00296743365502394	0.00273505284398871	0.138968817765324	0.645796515037403	0.00860624609925737	0.00793228783059371
Brain_BasalGanglia	0.0186300305972579	0.00900410867830442	0.0192702830787176	0.366135378495634	0.0540314112449475	0.0261140042874258
Brain_Cerebellum	0.00654684692629832	0.0117627428059787	0.288908967253575	0.645796515037403	0.0189873750762712	0.0341146833120032
Brain_Cortex	0.00434080468288368	0.00407319309501265	0.143279483322233	0.645796515037403	0.0125893407276209	0.0118132050319392
Brain_Limbic	-0.00252945551549872	0.00534389978525008	0.682012949701105	0.998002851545899	-0.00733600787557633	0.0154985492611661
Breast_Mammary_Tissue	0.00416093152601965	0.005525402527247	0.225708457873332	0.645796515037403	0.0120676668388041	0.0160249493249623
CD14_Mono	0.00334550951290384	0.00328588267934837	0.154304201490598	0.645796515037403	0.00970275380772575	0.00952982215588274
CD16_Mono	0.00132353107429334	0.00235122686044854	0.28674780104275	0.645796515037403	0.00383854719922662	0.00681910342357465
CD4_Naive	0.00278343098978319	0.0031018994968253	0.18477112421998	0.645796515037403	0.00807259567802549	0.0089962282390525
CD4_TCM	-0.00541319450339878	0.00489413393997999	0.865649225932446	0.998002851545899	-0.0156995200214582	0.0141941239558584
CD4_TEM	-0.00236474781385686	0.0012925029127556	0.966344214959842	0.998002851545899	-0.00685831732557094	0.00374855833165777
CD8_Naive	-0.00204223308451541	0.0018854186729421	0.860634000784962	0.998002851545899	-0.00592294978107718	0.00546815160366038
CD8_TCM	0.00182534921083311	0.00181859828631906	0.157758687514657	0.645796515037403	0.00529393622631412	0.00527435697888359
CD8_TEM	0.00012156536434466	0.00321565610562714	0.48492189066076	0.921351592255444	0.000352567762020476	0.00932614879822256
Cells_Cultured_fibroblasts	0.00506486743536995	0.0067184373755218	0.225461897792547	0.645796515037403	0.0146892907058293	0.0194850271911885
Colon_Sigmoid	-0.00443987528545942	0.00776398452814545	0.716289977209695	0.998002851545899	-0.0128766684613092	0.0225173565201434
Colon_Transverse	-0.00206069833288061	0.00511014683643456	0.65662011567188	0.998002851545899	-0.00597650328561662	0.0148206114745782
Esophagus_Mucosa	0.0159975838320346	0.0123465190020967	0.0975366509090633	0.645796515037403	0.0463967048492883	0.0358077697276586
Esophagus_Muscularis	0.00535762523265914	0.00764164202151062	0.241617446568564	0.645796515037403	0.015538356243211	0.02216253486517
gdT	-0.00375653494068317	0.00130498143484533	0.998002851545899	0.998002851545899	-0.0108948229138143	0.00378474894096673
Heart_Atrial_Appendage	0.00468697771720119	0.00719142830680152	0.257282831473662	0.645796515037403	0.0135933228457111	0.0208568106345752
Heart_Left_Ventricle	-0.0115371941554007	0.00596662624634942	0.973420131890892	0.998002851545899	-0.0334605398938535	0.0173046004824519
Lung	-0.00734667017584828	0.00543070295323764	0.911940681423966	0.998002851545899	-0.0213070480738059	0.0157502985882762
Muscle_Skeletal	-0.0019495048413664	0.00498347156078453	0.652173128025899	0.998002851545899	-0.00565401636127146	0.0144532237841779
Nerve_Tibial	0.0307628667892991	0.0107180787139819	0.00205115972750249	0.0779440696450946	0.089219451245067	0.0310849150637526
NK	0.000321317511814872	0.00398174622363424	0.467841208001721	0.921351592255444	0.00093189533589	0.0115479878875703
NK_CD56bright	0.00327413093027255	0.00209918930425229	0.0594139672829994	0.645796515037403	0.00949573935693895	0.0060881360332143
Skin_Not_Sun_Exposed_Suprapubic	-0.0107555645344241	0.00763988643802402	0.920407416443732	0.998002851545899	-0.0311936326404411	0.0221574432657309
Skin_Sun_Exposed_Lower_leg	-0.00595439498761334	0.00670128543661097	0.812876222371708	0.998002851545899	-0.0172691269942382	0.0194352825887789
Thyroid	-0.00833879533511857	0.00794154734779843	0.853145882464192	0.998002851545899	-0.024184441227142	0.023032329895007
Treg	0.000439978476997839	0.00215377638445234	0.419066435293717	0.884695807842292	0.00127603966646705	0.00624645123101027
Whole_Blood	0.00312465466250573	0.00542265351305513	0.282232418208536	0.645796515037403	0.00906222349914655	0.0157269533441274
AllTissues	0.0125688953708754	0.0063721775359903	0.0242782900392756	NA	0.0364527127925621	0.0184807933178373
