Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	0.00218326552928871	0.00275096662505929	0.213703749700427	0.746244522760314	0.0192358196413102	0.024237591410214
Adipose_Visceral_Omentum	-0.00596649988691136	0.00188820658978786	0.999210820235331	0.999210820235331	-0.0525682809419503	0.0166361814078226
Artery_Aorta	-0.00753540771966626	0.00305614883838555	0.993161844634596	0.999210820235331	-0.0663912574419935	0.0269264214835731
Artery_Tibial	-0.00408318627853838	0.00221291534118092	0.967492978328955	0.999210820235331	-0.0359752095025408	0.0194970514641491
B_intermediate	-0.00108268412026213	0.000500998750659649	0.984654320720463	0.999210820235331	-0.00953906713887339	0.00441408590889559
B_memory	-0.000254986398848186	0.000462136351958337	0.709442152892858	0.999210820235331	-0.0022465762013056	0.00407168592033777
B_naive	-4.91369814866221e-05	0.000781613952253574	0.525063415077327	0.999210820235331	-0.000432924947018697	0.00688646653967907
Brain_BasalGanglia	-0.00185395846090354	0.00146808418745813	0.896677027264661	0.999210820235331	-0.0163344357788858	0.012934662444565
Brain_Cerebellum	0.000498370442519828	0.00318961908307651	0.437918914719397	0.999210820235331	0.00439092900898527	0.0281023707760045
Brain_Cortex	-0.000783803645464227	0.000996597912438623	0.784206634203779	0.999210820235331	-0.00690575899087425	0.00878059834747686
Brain_Limbic	0.000965520631646087	0.00196694110786659	0.311757714919494	0.846199511924341	0.00850678970613293	0.0173298776023488
Breast_Mammary_Tissue	0.000356636910488717	0.00202902208491826	0.430238152360518	0.999210820235331	0.00314217542280808	0.0178768465631565
CD14_Mono	0.000401736981357224	0.000653200996062762	0.269268074628557	0.846199511924341	0.00353953287539404	0.00575507485517852
CD16_Mono	0.000795508716891715	0.000611895036371829	0.0967878348984693	0.735587545228367	0.00700888737349529	0.00539114569490598
CD4_Naive	0.000702754591424161	0.000749435107116544	0.174196115338387	0.746244522760314	0.00619167040902345	0.00660295248560832
CD4_TCM	-0.00199632485411792	0.00129137558759293	0.938934455077499	0.999210820235331	-0.0175887652345191	0.011377758480995
CD4_TEM	-0.000655939491240975	0.000331462896151039	0.976087652079835	0.999210820235331	-0.00577920256599978	0.00292037793965673
CD8_Naive	0.00172345855191689	0.00101972931587844	0.0455030961057188	0.639993727481067	0.0151846568450827	0.00898439925884088
CD8_TCM	-8.27579961420115e-05	0.000957963822766151	0.534421595143267	0.999210820235331	-0.000729145340458251	0.00844020989221278
CD8_TEM	0.000727523563162061	0.000925941917338571	0.216018151325354	0.746244522760314	0.00640989923490803	0.00815807856685966
Cells_Cultured_fibroblasts	-0.000878843955749994	0.00303176363360899	0.614045513531134	0.999210820235331	-0.00774311855286338	0.0267115738643964
Colon_Sigmoid	0.00185110803843477	0.00234336308472118	0.214782426238051	0.746244522760314	0.0163093219245354	0.020646370790495
Colon_Transverse	0.00281245722614377	0.00188037955809181	0.0673677607874807	0.639993727481067	0.02477935882065	0.0165672207761393
Esophagus_Mucosa	-0.00125003235646607	0.00208615964975706	0.725481116642788	0.999210820235331	-0.011013500938027	0.0183802612313397
Esophagus_Muscularis	0.00499811381624151	0.00323480329982007	0.0611603193660955	0.639993727481067	0.0440362450770177	0.0285004696019389
gdT	0.000451695425028516	0.000833037992086657	0.293831178811161	0.846199511924341	0.00397969537470058	0.00733954178049918
Heart_Atrial_Appendage	-0.00130193841362715	0.0022968236640115	0.714589573041233	0.999210820235331	-0.011470823027552	0.020236331841511
Heart_Left_Ventricle	-0.00246771528347044	0.00268226460921746	0.821216722276363	0.999210820235331	-0.0217419848763915	0.0236322873058807
Lung	0.00426182362704635	0.00244197413139514	0.0404718108686367	0.639993727481067	0.0375491068462233	0.0215151905849792
Muscle_Skeletal	0.0161374367296876	0.0152934444241727	0.1456700090858	0.746244522760314	0.142180059292402	0.134744003737204
Nerve_Tibial	-0.00349367087122254	0.0026727128744025	0.904421288416136	0.999210820235331	-0.0307812411561457	0.0235481310520044
NK	-0.000250966810057332	0.000816842976852109	0.620669637161061	0.999210820235331	-0.00221116132209103	0.00719685442160448
NK_CD56bright	-0.000656079153841893	0.000304216967715084	0.984482198229406	0.999210820235331	-0.00578043307349685	0.00268032570674083
Skin_Not_Sun_Exposed_Suprapubic	-0.00240283117199908	0.00232155828714523	0.849667389536709	0.999210820235331	-0.0211703186960271	0.0204542580365218
Skin_Sun_Exposed_Lower_leg	0.00241008546736113	0.0021664085614468	0.132965984644326	0.746244522760314	0.0212342331926091	0.0190873001008529
Thyroid	-5.07295355775575e-05	0.00273352709891515	0.50740325383024	0.999210820235331	-0.00044695626059522	0.0240839391974903
Treg	-0.000242699373427937	0.000340606329738484	0.761938172216779	0.999210820235331	-0.00213832047073072	0.00300093682588973
Whole_Blood	-0.00178754245047248	0.00220445782887356	0.791281623617841	0.999210820235331	-0.0157492726913875	0.019422535937212
AllTissues	0.00214976103914496	0.00594499500771321	0.35882228632696	NA	0.0189406258955503	0.052378810640645
