Tissue	h2_ge_t	h2_ge_t_se	NomP	FDRP	Proph2	Proph2_se
Adipose_Subcutaneous	-0.00554694286444772	0.00358902067043419	0.938891067081973	0.999367384917903	-0.0306291709798328	0.0198178943701501
Adipose_Visceral_Omentum	-0.0111549651403735	0.0043589117500718	0.994753079084302	0.999367384917903	-0.0615956109352485	0.0240690875211033
Artery_Aorta	-0.0138846259647957	0.00468574565682944	0.99847752128894	0.999367384917903	-0.0766682825223396	0.0258738026329621
Artery_Tibial	-0.00735974567600581	0.00635548293943284	0.876571077735342	0.999367384917903	-0.0406391257648029	0.035093776584389
B_intermediate	-0.00237426622898769	0.000736491637097407	0.999367384917903	0.999367384917903	-0.0131102497459287	0.00406676773659529
B_memory	0.00203888463424106	0.00112436842697134	0.034888163976671	0.301208426931674	0.0112583359151908	0.00620855012132159
B_naive	-0.00181171304624427	0.000870997172040215	0.981239283187524	0.999367384917903	-0.010003937306705	0.0048094818997251
Brain_BasalGanglia	-0.00643493024801275	0.00302675558866712	0.983249028615598	0.999367384917903	-0.0355324696190654	0.0167131727701111
Brain_Cerebellum	0.00135296834434253	0.00308639120933334	0.330560567890741	0.598157218088008	0.00747083569487869	0.017042469405485
Brain_Cortex	-0.000341394792065171	0.00160543201877332	0.584199936176776	0.853830675950673	-0.00188511757076295	0.00886489242834522
Brain_Limbic	0.00532878181328739	0.0035378715152194	0.0660064785041746	0.418041030526439	0.0294245268541546	0.0195354583943644
Breast_Mammary_Tissue	0.00513607072432433	0.00409578256635577	0.10492280483344	0.436078098552071	0.0283604126136076	0.0226161378595018
CD14_Mono	0.000419792581078805	0.000899007368080084	0.320267391675739	0.598157218088008	0.00231801535659197	0.00496414891264541
CD16_Mono	0.000900690783391232	0.00107028943873009	0.200022897654453	0.475054381929326	0.00497344441408742	0.00590993616085085
CD4_Naive	0.00129376759368679	0.00177507426580638	0.233045898810877	0.520926126753725	0.00714394032957918	0.00980162488021193
CD4_TCM	0.00241961135948322	0.0022394171618561	0.139967632323476	0.443230835691007	0.0133606369932812	0.0123656386629271
CD4_TEM	-0.00113651890431652	0.00060717018012257	0.969384885063176	0.999367384917903	-0.00627564276265334	0.00335267907301253
CD8_Naive	-6.3406061589145e-05	0.00129297620418361	0.519555830927463	0.789724863009744	-0.000350116298117863	0.00713957042619332
CD8_TCM	0.00230528711124005	0.00248499374693352	0.176785946051779	0.464344078002549	0.0127293600841527	0.0137216661895832
CD8_TEM	0.000393686503087869	0.00288659991162456	0.445758797732269	0.705784763076093	0.00217386252395289	0.0159392595893129
Cells_Cultured_fibroblasts	0.00429331388583294	0.00422777133291466	0.154933091636255	0.452881344782899	0.0237068685026667	0.0233449549028971
Colon_Sigmoid	0.0070730151641459	0.00555276415374516	0.101370211050709	0.436078098552071	0.039055854026206	0.0306613150400064
Colon_Transverse	-0.00293934224658432	0.0024763278288701	0.882381499793438	0.999367384917903	-0.0162304928027848	0.0136738146265605
Esophagus_Mucosa	-0.00326099169440766	0.0027963217551195	0.878227512814999	0.999367384917903	-0.0180065803114724	0.0154407606577554
Esophagus_Muscularis	0.00831999129382835	0.00474083160311132	0.0396326877541676	0.301208426931674	0.0459414207279312	0.0261779768255733
gdT	0.000386856036597993	0.00218208561304516	0.429641368376265	0.705784763076093	0.00213614597790167	0.0120490646772234
Heart_Atrial_Appendage	0.00498872544649533	0.00418169992411831	0.116436679662018	0.436078098552071	0.0275467998149935	0.0230905572839222
Heart_Left_Ventricle	0.0029694252398839	0.0032888223006732	0.183293715001006	0.464344078002549	0.0163966054107338	0.0181602556635737
Lung	0.00175762226786349	0.00387223253936895	0.324948922317893	0.598157218088008	0.00970525824331027	0.0213817368269959
Muscle_Skeletal	0.00553310084278831	0.00303408601477278	0.0341027534313139	0.301208426931674	0.0305527379502391	0.0167536499987453
Nerve_Tibial	0.00811649459451247	0.00659805726777937	0.109323464508324	0.436078098552071	0.0448177503838347	0.0364332262163411
NK	-0.00262943412709608	0.00206693662574051	0.898338426945096	0.999367384917903	-0.0145192386918613	0.0114132337147461
NK_CD56bright	0.000535080828514621	0.000920918019006578	0.280610178833283	0.59239926642582	0.00295461528721491	0.00508513538932401
Skin_Not_Sun_Exposed_Suprapubic	-0.0129172143343517	0.00434581681000438	0.998522269862501	0.999367384917903	-0.071326418190788	0.0239967797349772
Skin_Sun_Exposed_Lower_leg	0.00865167580099266	0.00428391082040065	0.0217137863778539	0.301208426931674	0.0477729199392195	0.0236549465510803
Thyroid	0.00794850834825787	0.00449420287247676	0.0384791893032797	0.301208426931674	0.0438901620555377	0.0248161395498441
Treg	0.00102062091653355	0.000891855260105672	0.126233133791389	0.436078098552071	0.0056356759609804	0.00492465632305727
Whole_Blood	0.000547648361922511	0.00270876123181542	0.419889300346351	0.705784763076093	0.0030240108333656	0.0149572679835197
AllTissues	0.0118761291470551	0.0044127737942822	0.00355863295787049	NA	0.0655777423912485	0.0243665035576046
